Product URL,Keyword
https://www.emag.ro/purificator-de-aer-smart-levoit-core-300s-wi-fi-filtru-3-in-1-true-hepa-carbon-activ-senzor-calitate-aer-mod-auto-alexa-google-home-panou-comanda-touch-screen-control-remote-alb-core300s/pd/DPN7K9MBM/,core300s
https://www.emag.ro/purificator-de-aer-levoit-core-300s-3-filtre-50m2-tehnologie-vortexair-control-vocal/pd/DZXG6J3BM/,levoit core 300s
